Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,timeframe,class
-0.041576,0.40203,0.13993,1.8643,23.241,0.0,-0.034631,1.4874,0.62502,0.59797,-0.018147,-0.2139,0.085744,-0.034631,2738.2,0.1333,2.4874,-0.034631,-0.055408,57.141,0.65938,-0.018166,-0.066519,0.026473,0.58011,0.11603,-1.1021,0.20043,4.1714,0.43384,-0.029649,84.856,4.3014,1.7322,-0.071396,0.62502,1.1491,0.77549,-0.11423,0.82578,0.19129,-0.029065,98.189,41.048,-0.4249,1.2599,51.283,-0.10639,-0.17022,0.75077,0.1619,0.23248,0.85648,1.1108,2076.4,-0.11423,-0.069529,1.0511,0.29688,6.3877,8.892,94.549,3.8604,0.89523,3,0
0.089934,0.67302,0.10076,1.1497,-5.0661,0.64194,0.12439,0.43663,1.068,0.29386,0.12439,0.18483,0.046275,0.12439,1669.6,0.21861,1.4858,0.12439,0.039124,0.93612,1.0201,0.14481,0.028286,0.81999,0.29386,0.16741,0.48643,0.44542,5.4174,0.17129,0.039124,82.514,4.4235,0.21517,0.14481,3.2122,,0.29386,0.045546,0.39018,0.13206,0.045546,58.683,57.747,11.029,1.1376,0.99977,0.12208,0.038395,1.1497,0.67302,0.22607,1.299,1.299,26343.0,0.063667,0.30604,0.93633,0.0,389.91,6.3207,77.261,4.7243,14.055,4,0
0.13336,0.41308,0.44721,2.9056,75.099,-1.6e-05,0.1554,1.4208,1.3982,0.58692,0.16997,0.66217,0.14411,0.1554,748.3,0.48777,2.4208,0.1554,0.11114,49.962,0.99488,0.13388,0.09538,0.37805,0.5499,0.43442,9.1886,1.4058,4.1797,0.075192,0.11383,67.985,5.6428,3.2058,0.1382,1.3982,85.0,0.59269,0.098848,1.3233,0.076509,0.095753,96.94,46.978,0.6968,2.0901,52.751,0.087787,0.062787,1.6507,0.23468,0.17722,1.845,1.8632,2.9056,0.098848,0.22722,0.896,0.009832,7.3055,7.7696,61.265,5.9577,4.3952,1,0
0.21124,0.1501,0.55713,4.7118,237.7,0.56105,0.21124,5.5725,1.2467,0.83641,0.21124,1.4074,0.29098,0.21124,221.77,1.6459,6.6624,0.21124,0.24881,55.976,1.1124,0.17209,0.24881,0.56105,0.83641,1.6459,2.527,1.9029,4.9683,-0.22379,0.24881,80.446,4.5372,1.1465,0.17209,0.89505,,0.83641,0.2027,2.2719,0.023737,0.2027,157.45,101.47,1.6224,3.8444,69.784,0.13629,0.16054,4.7118,0.1501,0.2204,2.8568,2.8568,51791.0,0.19786,0.25255,0.80214,0.0,6.5206,3.5971,64.529,5.6563,2.8998,5,0
0.12625,0.50043,-0.059588,0.88093,-50.711,0.47869,0.12625,0.94072,1.0559,0.47076,0.12625,0.25228,0.065691,0.12625,1121.1,0.32557,1.9983,0.12625,0.050903,38.657,0.90312,0.12369,0.050903,0.47869,0.47076,0.32557,0.52659,-0.10657,4.2467,0.17313,0.050903,77.761,4.6939,0.24717,0.12369,2.4889,,0.47076,0.049872,0.14882,0.10259,0.049872,53.916,15.259,0.48062,0.35602,40.817,0.087015,0.035084,0.88093,0.50043,0.21304,0.84191,0.84191,-1051.6,0.052917,0.26818,0.94708,0.0,9.4419,23.92,73.646,4.9561,4.4356,3,0
0.041901,0.70426,-0.22497,0.59284,-66.128,0.086704,0.044011,0.28884,1.0299,0.20342,0.044011,0.079653,0.0272,0.044011,4010.8,0.091005,1.4199,0.044011,0.018678,29.458,1.0668,0.083872,0.017783,0.099809,0.20342,0.08801,0.36659,-0.33455,4.0442,0.2895,0.018678,88.146,4.1408,0.11909,0.083872,2.3748,0.90549,0.35516,0.035595,0.04262,0.22273,0.035595,47.093,17.635,0.22034,0.24867,30.338,0.063791,0.027072,0.46511,0.55253,0.2415,0.30251,0.52816,-2490.5,0.029024,0.20598,0.97098,0.74592,12.391,20.698,85.588,4.2646,3.5042,5,0
0.094132,0.67148,-0.095559,0.85769,-55.115,0.0,0.094132,0.48926,2.9386,0.32852,0.15064,0.14019,0.046718,0.094132,1785.3,0.20445,1.4893,0.094132,0.032033,35.383,1.1584,0.14261,0.032033,0.32648,0.08963,0.20445,2.5237,-0.22533,3.2908,0.21601,0.035493,92.529,3.9447,3.9447,0.2898,2.9386,,0.32852,0.098619,0.082207,0.12049,0.048531,64.678,29.295,0.33044,0.43345,39.254,0.099463,0.033847,0.85769,0.67148,0.2535,0.77467,0.77467,-186.67,0.098619,0.28653,0.96805,0.0,10.316,12.46,83.404,4.3763,6.9292,2,0
0.04157,0.78141,0.13895,1.1781,-58.021,0.0,0.057294,0.27974,2.5223,0.21859,0.1192,0.073432,0.032596,0.057294,3469.1,0.10522,1.2797,0.057294,0.022715,76.008,1.1098,0.1192,0.016481,0.22083,0.1872,0.085093,1.9254,1.7192,3.7657,0.30909,0.029186,117.59,3.104,3.0993,0.10053,2.5223,,0.21859,0.039857,0.00227,0.18073,0.047258,132.76,56.747,0.079142,0.50488,79.164,0.094279,0.037378,1.1763,0.78023,0.32217,2.7045,2.7045,810.19,0.039857,0.19017,0.97747,0.0,4.8021,6.4321,112.9,3.2328,31.208,3,0
0.021899,0.83811,0.034066,1.0473,6.6671,0.0,0.058822,0.19296,1.8261,0.16172,0.13778,0.081645,0.064815,0.058822,2584.6,0.14122,1.1932,0.058822,0.032213,0.66794,0.90375,0.11268,0.011992,0.4492,0.021899,0.097163,1.427,0.13878,3.7671,0.45895,0.032213,153.02,2.3854,2.0505,0.10749,1.8261,6.3852,0.27937,0.058864,4.4616e-05,0.16222,0.061705,150.81,150.14,6.5533,1.0426,0.70972,0.053143,0.029102,0.90028,0.72046,0.41922,0.65882,1.1381,199.24,0.058864,0.13541,0.96858,0.72745,546.45,2.431,144.01,2.5346,7.439,2,0
0.12329,0.40567,0.61098,2.6053,22.091,0.0,0.15686,1.4651,1.5939,0.59433,0.15697,0.41214,0.10322,0.15686,900.06,0.40553,2.4651,0.15686,0.098413,0.0,1.0884,0.11137,0.077352,,0.58982,0.32278,967.59,72.497,4.0451,0.23841,0.098485,92.885,3.9296,3.6867,0.098298,1.5939,,0.59433,0.061673,1.4329,0.11361,0.069873,102.19,102.19,,2.6053,0.0,0.10371,0.065071,2.4443,0.38059,0.25448,70.521,70.521,6778.7,0.061672,0.20744,0.90526,0.0,,3.5719,87.157,4.1879,189.12,5,0
0.044631,0.036023,0.5758,16.984,395.23,0.0,0.044631,26.76,1.0316,0.96398,0.28856,1.239,0.045755,0.044631,278.57,1.3103,27.76,0.044631,0.043265,0.92395,0.9682,0.0,0.043265,0.18603,0.92434,1.3103,0.0,1.4833,3.1009,-0.4949,0.12398,25.366,14.389,14.389,0.0011423,1.0316,,0.96398,0.0011074,15.365,0.4675,0.0,20.641,19.717,17.092,16.912,1.8388,-0.0025685,-0.0024899,16.984,0.036023,0.069497,2.4833,2.4833,726.34,0.49753,0.046299,0.783,0.0,395.04,18.512,12.746,28.637,2.6574,3,0
0.060075,0.88517,-0.26797,0.69465,-38.368,0.0027739,0.086717,0.020086,1.0265,0.01778,0.086717,0.098816,0.032415,0.086717,2236.5,0.1632,1.1297,0.086717,0.019459,15.172,1.3824,0.092249,0.01348,0.024441,0.01778,0.1331,0.21248,-0.68639,5.1025,0.18437,0.019459,73.778,4.9473,0.10422,0.092249,4.4721,55.856,0.025377,0.0207,0.076206,0.19402,0.0207,44.451,29.278,0.3243,0.48356,15.574,0.034508,0.0077433,0.68869,0.87757,0.20213,0.045543,0.065003,-33929.0,0.025787,3.3789,0.97421,0.4273,24.057,12.467,71.875,5.0782,11.415,3,0
0.022005,0.46155,0.14181,1.3124,14.553,0.086212,0.016391,1.1116,0.94842,0.51306,0.016391,0.036113,0.025369,0.016391,6258.8,0.058318,2.1666,0.016391,0.015448,33.336,0.63688,-0.011195,0.020739,0.094486,0.51306,0.070481,-0.10007,0.35076,3.746,0.43073,0.015448,148.09,2.4648,-0.024256,-0.011195,1.1725,65.027,0.52073,-0.010552,0.010245,-22.668,-0.010552,203.33,169.99,0.22708,1.0989,31.617,-0.021721,-0.020472,1.2906,0.45388,0.40572,1.269,1.288,790.18,-0.054387,0.04289,1.0544,0.014951,10.949,2.1472,156.14,2.3376,2.6243,3,0
0.20526,0.1085,0.55119,6.08,641.57,0.0,0.25342,8.2163,0.54323,0.8915,0.25355,2.3356,0.48611,0.25342,149.97,2.4338,9.2163,0.25342,0.46651,18.491,,0.25354,0.37786,0.25342,0.72138,1.9899,2094.6,1.6197,2.4853,-0.4893,0.46674,130.07,2.8063,2.8063,0.23875,0.54323,,0.8915,0.43949,3.4497,0.01369,0.46673,191.76,173.27,7.4587,5.8264,32.989,0.2429,0.44713,6.08,0.1085,0.35634,2.6197,2.6197,168.48,0.43948,0.23025,0.57315,0.0,19.74,2.1066,72.904,5.0066,1.5963,2,0
0.10202,0.3522,0.31499,1.8944,21.961,0.041954,0.12593,1.8393,2.9439,0.6478,0.12731,0.35755,0.044279,0.12593,986.21,0.3701,2.8393,0.12593,0.042776,17.791,1.0157,0.12731,0.034656,0.25987,0.58136,0.30223,91.865,0.94648,2.8766,0.094265,0.042776,45.653,7.995,7.995,0.12799,2.9439,,0.6478,0.043479,0.21209,0.089117,0.043247,73.462,55.671,0.71102,1.487,18.599,0.12289,0.041745,1.8944,0.3522,0.12508,1.9465,1.9465,237.06,0.043479,0.15749,0.95722,0.0,20.516,6.5564,43.668,8.3585,8.8455,3,0
-0.0020845,0.61219,0.12412,2.7938,85.784,-0.016304,-0.0023927,0.12848,1.0728,0.078655,-0.0023927,-0.03458,0.085429,-0.0023927,6516.3,0.056013,1.6335,-0.0023927,-0.0059609,38.312,0.77157,0.035335,-0.005193,-0.016168,0.078655,0.056517,0.94442,0.15387,4.5812,1.3272,-0.0059609,67.502,5.4072,0.057719,0.035335,0.42626,0.27842,0.62166,0.08803,1.1712,0.27947,0.08803,102.1,63.783,-0.049474,2.1849,41.103,-0.0013486,-0.0033598,0.31578,0.069194,0.18494,0.097504,0.77063,4731.5,0.067893,-0.026502,0.93211,6.9036,9.5269,5.7225,62.919,5.8011,0.49759,3,0
-0.037048,0.47292,0.17079,1.4378,-45.761,0.074802,-0.048331,1.0677,0.99824,0.50492,-0.048331,-0.1239,0.013019,-0.048331,8794.1,0.041505,2.1145,-0.048331,-0.032057,84.838,0.99116,0.0068814,-0.024573,0.093112,0.50492,0.065364,0.045562,0.38894,4.0912,0.25735,-0.032057,94.273,3.8717,0.014551,0.0068814,1.5281,2.5411,0.58774,0.0045642,0.22716,0.20775,0.0045642,114.33,29.496,-0.10572,0.53948,84.688,-0.061079,-0.040511,1.186,0.3901,0.25828,1.1499,1.3385,2106.9,-0.0017657,-0.073374,1.0018,0.16402,4.3023,12.375,94.44,3.8649,3.4335,2,0
0.056892,0.28935,0.062695,1.2296,1.0031,0.087028,0.070649,1.7598,1.0144,0.50919,0.070649,0.2587,0.064406,0.070649,682.36,0.53491,3.4561,0.070649,0.029399,8.4084,1.1509,0.071731,0.023674,0.10641,0.50919,0.48736,0.30279,0.09439,4.0255,0.10869,0.029399,42.076,8.6749,0.24791,0.071731,2.4487,17.25,0.52544,0.02985,0.10666,0.061035,0.02985,46.577,38.169,1.0277,1.0269,8.5294,-0.012393,-0.005157,1.1605,0.27309,0.11528,0.7666,0.79107,664.9,0.014185,0.11173,0.98582,0.031926,43.409,9.5628,41.479,8.7997,3.6179,1,0
0.076386,0.27766,0.36219,2.9936,13.287,0.34639,0.096132,2.3801,1.104,0.66085,0.096132,0.52915,0.11545,0.096132,777.69,0.46934,3.6015,0.096132,0.085161,104.25,0.86117,0.10963,0.067669,0.43299,0.66085,0.39823,1.0722,0.79403,4.5117,0.16298,0.085161,64.851,5.6283,0.39484,0.10963,1.1628,2.307,0.75684,0.097122,0.53386,0.063473,0.097122,144.49,40.244,0.23692,1.2189,115.09,0.075447,0.066837,1.9587,0.18167,0.17767,1.4488,1.6592,11767.0,0.094173,0.11559,0.90583,0.14525,3.5012,9.0697,58.743,6.2135,2.4747,3,0
0.031715,0.14408,0.69381,5.8154,64.932,0.0,0.031715,5.9406,1.4489,0.85592,0.032825,0.22012,0.02189,0.031715,1658.2,0.22012,6.9406,0.031715,0.02189,116.08,0.99446,0.0,0.02189,0.11932,0.8012,0.22012,0.0,4.2797,3.6421,0.082027,0.050392,40.975,8.9079,8.9079,0.004054,1.4489,,0.85592,0.002798,0.18572,,0.0,204.34,88.257,0.068827,2.6173,131.05,0.0,0.0,5.8154,0.14408,0.11226,5.2797,5.2797,3043.0,0.11417,0.037054,0.88723,0.0,3.1443,4.1356,36.297,10.056,8.9372,5,0
0.057545,0.50691,0.20089,1.7841,-0.4329,0.23378,0.073645,0.97243,1.0752,0.49293,0.073645,0.28746,0.084279,0.073645,1561.6,0.23374,1.9727,0.073645,0.052384,46.351,1.1776,0.093497,0.040932,0.29292,0.49293,0.20198,0.71506,0.37002,4.3825,0.34742,0.052384,71.518,5.1036,0.18445,0.093497,1.4117,1.1111,0.74364,0.066505,0.16532,0.12047,0.066505,107.68,61.325,0.32233,1.0873,49.836,0.048658,0.034611,0.90171,0.2562,0.19594,0.90793,1.3697,4846.3,0.069942,0.11674,0.93006,0.50861,7.8747,5.9519,66.516,5.4874,2.5895,1,0
0.24775,0.28043,0.67821,3.4185,56.975,0.0,0.24775,2.566,4.5163,0.71957,0.24775,0.88347,0.056836,0.24775,398.76,0.91535,3.566,0.24775,0.054856,0.0,0.93471,0.24775,0.054856,0.22668,0.46816,0.91535,,16.397,2.2986,0.048121,0.054856,23.979,15.222,15.222,0.24776,4.5163,,0.71957,0.05486,0.23954,0.036415,0.054858,72.047,72.047,,3.4185,0.0,0.23881,0.052878,3.4185,0.28043,0.065696,17.397,17.397,134.88,0.054859,0.3443,0.94514,0.0,,5.0662,22.664,16.105,109.19,3,0
0.37716,0.20079,0.70639,4.5181,70.451,0.0,0.48095,3.9804,1.6582,0.79921,0.48414,2.3953,0.31204,0.48095,141.64,2.577,4.9804,0.48095,0.29004,105.94,,0.48089,0.22745,0.48095,0.70241,2.0602,150.39,7.6102,2.7923,0.050231,0.29004,64.411,5.8747,5.8747,0.52043,1.6637,,0.79921,0.31385,0.5922,0.012936,0.29,173.51,67.573,0.78366,2.1211,148.93,0.4444,0.268,4.5181,0.20079,0.17022,8.6102,8.6102,437.84,0.31385,0.47192,0.71092,0.0,3.4454,5.4016,44.196,8.2587,17.865,3,0
0.011742,2.8892,-2.4228,0.14491,-157.57,-4.0195,0.011742,-0.65389,5.9691,-1.8892,0.066774,0.0041442,0.0019671,0.011742,89811.0,0.0040641,0.34611,0.011742,0.0019671,10.944,1.1652,0.065049,0.0019671,-0.27458,-3.7497,0.0040641,1.182,-4.1104,3.3738,0.48218,0.0051519,193.29,2.0986,2.0581,0.028376,6.0114,,-1.8892,0.0047538,0.004183,1.4805,0.010897,24.383,13.439,0.065608,0.067348,10.986,0.065049,0.010897,0.14211,2.8334,0.4765,-3.2052,-3.2052,-5729.9,0.10363,-0.0062153,0.89099,0.0,33.352,27.16,173.26,2.1067,10.127,4,1
0.033335,0.77342,0.26282,1.3622,-16.832,-0.002404,0.041743,0.29296,2.4433,0.22658,0.04452,0.057529,0.018991,0.041743,6083.9,0.059994,1.293,0.041743,0.017084,54.258,1.4187,0.044506,0.013643,0.10083,0.073209,0.049123,16.028,22.696,3.4163,0.17281,0.017765,110.58,3.3007,3.0966,0.048358,2.4433,,0.22658,0.019792,0.49967,0.52439,0.018215,93.495,39.237,0.09178,0.86165,55.354,0.039848,0.016309,1.278,0.7256,0.30297,19.567,19.567,685.45,0.019792,0.14712,0.98297,0.0,6.7271,9.3025,108.39,3.3673,211.0,5,0
0.063337,0.087695,0.25247,4.3892,80.061,0.079428,0.096897,10.32,1.0587,0.90506,0.096897,1.3007,0.13342,0.096897,279.15,1.3075,11.403,0.096897,0.11275,1.2928,0.83661,0.056075,0.073699,0.18481,0.90506,0.92484,0.69081,0.37513,4.6629,-0.045461,0.11275,33.497,10.896,0.63943,0.056075,0.92462,24.537,0.91826,0.065249,2.6797,0.039045,0.065249,54.085,52.792,20.807,4.3483,1.3688,0.038307,0.044575,3.7284,0.074494,0.091773,1.3447,1.3644,11617.0,0.055472,0.069981,0.94453,0.014586,282.32,6.9139,31.639,11.536,1.2769,4,0
0.19237,0.17435,0.7811,5.48,168.16,0.0,0.23971,4.7355,1.7689,0.82565,0.23971,1.3748,0.14052,0.23971,256.02,1.4257,5.7355,0.23971,0.13551,12.241,,0.22193,0.10875,0.23971,0.75052,1.1542,98464.0,17.535,3.4252,-0.1703,0.13551,41.062,8.8891,8.8891,0.21908,1.7689,,0.82565,0.12385,2.7393,0.025181,0.12546,98.6,86.36,3.2428,5.1398,13.971,0.21306,0.12045,5.48,0.17435,0.1125,18.535,18.535,2079.3,0.12385,0.233,0.86628,0.0,29.819,4.2265,35.976,10.146,39.712,1,0
0.094301,0.043883,0.80546,77.25,166.1,1.195e-07,0.11641,21.788,0.96211,0.95612,0.14577,11.02,0.13241,0.11641,125.73,2.903,22.788,0.11641,0.12099,160.04,0.80423,0.12332,0.098015,0.63769,0.87545,2.3992,4.2009,4.378,4.2237,-0.26161,0.12837,4.5967,79.406,19.114,0.12332,0.96211,11.83,0.98944,0.12818,28.139,0.010892,0.12817,196.81,36.769,0.22354,37.315,183.57,0.11233,0.11676,18.595,0.010563,0.012594,5.1969,5.378,13480.0,0.12818,0.098629,0.88176,0.034849,2.2807,9.9269,4.0075,91.08,5.2295,3,0
0.18587,0.47382,0.27491,1.5802,4.2311,0.35008,0.18587,1.0369,1.0152,0.49128,0.18587,0.39227,0.026463,0.18587,602.77,0.60554,2.1105,0.18587,0.017143,4.9476,1.1234,0.18844,0.017143,0.35008,0.49128,0.60554,0.17645,1.0941,3.6781,0.035055,0.017143,16.194,22.539,0.3977,0.18844,10.869,,0.49128,0.01738,0.20548,0.053811,0.01738,21.928,16.981,1.2647,1.27,5.023,0.087385,0.0080598,1.5802,0.47382,0.044367,1.9552,1.9552,1310.0,0.015006,0.37833,0.98499,0.0,73.773,21.495,15.951,22.882,43.149,2,0
-0.1187,0.57171,0.10251,1.1809,5.7943,-0.38418,-0.1187,0.74915,1.5364,0.42829,-0.098867,-0.20947,-0.013626,-0.1187,-9967.7,-0.036618,1.7492,-0.1187,-0.077258,14.247,0.98808,-0.10669,-0.077258,-0.50273,-0.3535,-0.036618,-5.3801,0.30986,3.1407,0.34057,-0.075822,107.83,3.385,3.3552,-0.38178,1.5364,,0.42829,-0.24849,0.1089,-2.1343,-0.069443,144.32,130.07,-1.9794,1.0751,11.411,-0.20445,-0.13307,1.1705,0.56666,0.29542,1.2946,1.2946,141.74,-0.24849,-0.27714,1.0652,0.0,25.62,2.8062,134.62,2.7113,4.644,3,0
-0.37268,0.7033,0.0022134,1.0032,-25.508,0.0,-0.37268,0.42186,3.1428,0.2967,-0.35663,-0.54632,-0.10507,-0.37268,-777.43,-0.4695,1.4219,-0.37268,-0.11858,27.425,0.50024,-0.35756,-0.11858,-0.039468,0.26334,-0.4695,-22.28,0.0070129,3.5183,0.22094,-0.11374,70.285,5.1932,5.0371,-0.39982,3.1428,,0.2967,-0.12722,0.033743,-0.074405,-0.11377,76.81,49.385,-1.5782,0.65709,24.329,-0.40005,-0.12729,0.9731,0.68217,0.19256,0.94006,0.94006,7.3,-0.12722,-1.2561,1.1169,0.0,13.309,7.3908,79.226,4.6071,9.9578,3,0
0.18121,0.63533,0.51234,2.6869,6.2119,0.0,0.18121,0.57398,1.2867,0.36467,0.19337,0.59665,0.86702,0.18121,207.87,1.7559,1.574,0.18121,0.14084,140.94,1.4522,0.0,0.14084,0.20289,0.31009,1.7559,0.0,2.7853,3.8312,0.46674,0.3174,,0.0,0.0,0.020041,1.2867,0.983,0.6894,0.015576,0.21863,0.022665,0.0,212.66,71.717,0.36473,1.051,,-0.93437,-0.72619,1.2845,0.30372,,1.9825,3.7479,3473.2,1.0,0.49693,0.13767,0.8905,2.5897,5.0895,86.157,4.2365,6.9951,1,0
-0.0031927,0.21729,0.50456,3.3221,2.3501,0.084719,-0.0088975,3.3205,0.98657,0.72152,-0.0088975,-0.040948,0.039718,-0.0088975,1096.4,0.33289,4.6022,-0.0088975,-0.0048855,98.295,0.88541,-0.0017551,-0.001753,0.11358,0.72152,0.35915,-0.0095077,1.814,3.5474,0.10972,-0.0048855,42.963,8.4956,-0.0080774,-0.0017551,1.8603,,0.72152,-0.00096371,0.09227,0.089885,-0.00096371,140.65,42.356,-0.0065096,1.0649,96.975,-0.082987,-0.045567,3.3221,0.21729,0.11771,2.594,2.594,1779.5,-0.013609,-0.004425,1.0136,0.0,3.7133,8.6174,43.548,8.3815,6.5476,3,0
0.073751,0.65772,0.19355,1.4866,-28.814,0.28159,0.094375,0.50875,1.0951,0.33462,0.094375,0.23727,0.045405,0.094375,1585.8,0.23017,1.5204,0.094375,0.028306,47.113,1.1966,0.3011,0.02212,0.35956,0.33462,0.19881,0.98898,0.47356,4.1336,0.16213,0.028306,47.685,7.6544,0.45778,0.3011,3.3457,0.61905,0.59459,0.090307,0.30037,0.060384,0.090307,51.652,4.5396,0.17137,0.40463,51.595,0.24408,0.073208,0.899,0.39775,0.13064,0.81872,1.4548,2632.6,0.086864,0.2204,0.91314,0.77694,7.7473,80.404,43.543,8.3825,8.1577,2,0
0.15114,0.10331,0.31168,4.0528,26.975,0.38518,0.18848,8.2465,1.2145,0.85194,0.18848,1.8461,0.25591,0.18848,134.85,2.7068,9.6797,0.18848,0.17249,83.761,0.98535,0.19548,0.13832,0.46592,0.85194,2.3453,2.1728,0.53167,4.7943,0.066711,0.17249,41.421,8.812,1.8922,0.19548,1.1035,134.37,0.85316,0.1789,0.30128,0.011849,0.1789,127.94,44.181,0.60275,1.5968,101.73,0.10433,0.095478,4.0052,0.1021,0.11348,1.4533,1.4553,19408.0,0.17664,0.17741,0.82336,0.0014241,4.3577,8.2614,34.104,10.703,1.8639,3,0
0.005457,0.347,0.037868,1.5734,-29.695,0.005457,0.0017219,0.46089,0.92168,0.15993,0.0017219,0.026074,0.092646,0.0017219,8500.5,0.042939,2.8819,0.0017219,0.010707,112.65,,-0.0078966,0.033932,0.0017219,0.15993,0.053703,-0.45256,0.042259,5.5909,2.0254,0.010707,138.14,2.6423,-0.022757,-0.0078966,0.18648,0.19316,0.44089,-0.049101,0.34534,2.1601,-0.049101,184.06,71.41,0.10994,0.8218,103.83,-0.021074,-0.13104,0.29944,0.066037,0.37846,0.17847,0.49201,14763.0,-0.084973,0.034122,1.085,1.7568,3.2401,5.1113,149.88,2.4354,0.17947,3,0
0.18184,0.34495,0.34603,2.3693,118.04,0.19941,0.22464,1.899,1.1872,0.65505,0.23325,0.88896,0.20317,0.22464,522.0,0.69923,2.899,0.22464,0.18922,8.9078,1.2704,0.22491,0.15317,0.28314,0.48444,0.57515,26.115,0.86235,3.2304,0.04554,0.18922,94.426,3.8655,2.8317,0.21039,1.1872,,0.65505,0.17721,1.1599,0.047619,0.18944,93.967,85.059,6.2762,2.2547,10.826,0.20835,0.1755,1.7357,0.2527,0.2587,1.6325,1.6325,588.2,0.17721,0.2776,0.81449,0.0,40.975,4.2911,77.692,4.698,2.9586,3,0
0.068536,0.093737,0.52697,6.6217,4.0259,0.2586,0.085218,9.205,1.0694,0.86286,0.085218,0.90911,0.098502,0.085218,256.05,1.4255,10.668,0.085218,0.062819,137.93,0.94623,0.084145,0.050522,0.32146,0.86286,1.2476,0.66332,1.3893,5.2263,0.04158,0.062819,26.971,13.533,0.89767,0.084145,1.366,,0.86286,0.062028,0.40557,0.02325,0.062028,156.78,18.848,0.062028,1.1529,147.5,0.035739,0.026345,6.6217,0.093737,0.073893,2.2749,2.2749,88727.0,0.064882,0.07943,0.93512,0.0,2.6463,19.365,25.221,14.472,3.5765,1,0
0.011882,0.10905,0.31604,3.898,91.597,0.0,0.011882,8.1698,1.4949,0.89095,0.020015,0.10896,0.0079484,0.011882,3349.9,0.10896,9.1698,0.011882,0.0079484,4.1319,1.0202,0.0,0.0079484,-0.033606,0.84206,0.10896,0.0,0.54973,3.288,-0.088096,0.015897,34.344,10.628,10.628,0.0017399,1.4949,,0.89095,0.0011638,2.2464,,0.0,43.976,39.844,0.70213,3.7429,5.3297,0.0,0.0,3.898,0.10905,0.094093,1.5497,1.5497,613.41,0.22473,0.013337,0.78103,0.0,88.336,9.1607,26.626,13.708,2.6003,3,0
0.16881,0.88593,-0.19479,0.6945,-57.602,0.0054545,0.16881,0.12876,2.9236,0.11407,0.2401,0.26475,0.095686,0.16881,1155.9,0.31577,1.1288,0.16881,0.057739,27.017,0.90132,0.23967,0.057739,0.30948,0.079472,0.31577,3.3616,-0.3496,4.2158,0.29496,0.071577,86.56,4.2168,3.0348,0.235,2.9236,0.91973,0.36025,0.080378,0.038936,0.084227,0.081975,52.185,25.168,0.78006,0.35511,29.378,0.12872,0.044027,0.49984,0.63761,0.23715,0.20473,0.64657,-3201.3,0.080378,1.4798,0.94241,2.1581,13.51,14.503,79.602,4.5853,5.2472,2,0
0.047096,0.29451,0.6569,3.2305,82.146,0.15152,0.066179,1.7195,1.0155,0.50641,0.066179,0.22471,0.025134,0.066179,1553.0,0.23502,3.3955,0.066179,0.024032,4.8565,1.1706,0.050908,0.017102,0.21108,0.50641,0.17022,0.18772,13.519,4.6432,0.02129,0.024032,39.639,9.208,0.17286,0.050908,2.7927,,0.50641,0.018486,0.80828,0.17949,0.018486,94.551,89.695,1.2853,3.1061,4.9317,0.047871,0.017384,3.2305,0.29451,0.1086,10.422,10.422,28884.0,0.015257,0.093,0.98474,0.0,75.157,4.0694,39.035,9.3507,56.672,3,0
-0.034171,1.0066,0.055094,3.9108,605.7,0.0,-0.034171,-0.0066019,0.010487,-0.0066457,-0.02899,-1.8054,-3.1462,-0.034171,-11136.0,-0.032775,0.9934,-0.034171,-3.2585,0.0,,-0.028993,-3.2585,-0.034171,-0.034171,-0.032775,-5.5962,0.059498,3.2592,91.175,-2.7645,203.65,1.7923,0.0337,-0.023437,0.010487,0.074942,0.98107,-2.2349,2.6696,-1.2064,-2.7648,817.7,817.7,,3.9108,0.0,-0.030171,-2.8771,0.073533,0.018928,0.55795,-0.007177,1.0595,100.08,-2.2349,5.1418,4.2238,-148.62,,0.44637,658.8,0.55404,0.011325,2,0
0.17442,0.12815,0.32349,3.6239,46.584,0.001293,0.2163,6.8035,1.3409,0.87185,0.21961,1.7544,0.21749,0.2163,160.38,2.2759,7.8035,0.2163,0.1613,28.248,1.1529,0.21384,0.13007,0.57507,0.75439,1.9491,64.562,0.58474,5.0827,0.034848,0.1613,39.875,9.1537,8.8066,0.2124,1.3409,,0.87185,0.15839,1.3371,0.014771,0.15947,76.741,48.493,1.6807,2.7821,33.565,0.13849,0.10328,3.4864,0.12329,0.10925,1.576,1.576,39133.0,0.15839,0.20006,0.83993,0.0,12.921,7.5269,33.559,10.876,2.4239,5,0
